"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US49001","Beaver County, Utah","2386","121","2291","126","1609","181","15","18","2223","136","401","119","1542","177","53","54","0","17","0","17","95","56","1921","160","0","17","1921","160","1671","169","161","88","1591","168","216","84","465","130","209","108","0","17","126","86","83","64","842","146","0","17","704","153","138","61","1335","176","0","17","1091","172","244","112","(X)","(X)","96.0","2.3","67.4","7.0","0.6","0.8","93.2","2.9","16.8","4.7","64.6","6.8","2.2","2.3","0.0","1.5","0.0","1.5","4.0","2.3","80.5","5.4","0.0","1.5","80.5","5.4","70.0","6.0","6.7","3.6","66.7","6.6","9.1","3.5","19.5","5.4","(X)","(X)","0.0","15.4","60.3","24.9","39.7","24.9","(X)","(X)","0.0","4.1","83.6","7.5","16.4","7.5","(X)","(X)","0.0","2.6","81.7","7.9","18.3","7.9",
"0500000US49003","Box Elder County, Utah","19150","290","18516","316","15931","400","489","193","17569","351","1591","233","12807","506","155","74","401","114","50","73","634","157","17794","341","55","26","17739","343","16770","418","2106","296","14030","387","2144","227","1356","235","1910","314","20","22","1417","271","473","167","7288","426","18","14","6598","404","672","186","9952","482","17","14","9724","471","211","69","(X)","(X)","96.7","0.8","83.2","1.8","2.6","1.0","91.7","1.4","8.3","1.2","66.9","2.6","0.8","0.4","2.1","0.6","0.3","0.4","3.3","0.8","92.9","1.2","0.3","0.1","92.6","1.2","87.6","1.8","11.0","1.5","73.3","1.8","11.2","1.2","7.1","1.2","(X)","(X)","1.0","1.2","74.2","7.7","24.8","7.6","(X)","(X)","0.2","0.2","90.5","2.5","9.2","2.4","(X)","(X)","0.2","0.1","97.7","0.7","2.1","0.7",
"0500000US49005","Cache County, Utah","43118","347","42169","396","39465","527","777","177","40623","499","1479","276","30987","767","156","74","945","173","6","9","949","227","39820","470","21","20","39799","470","37797","532","3209","409","33508","760","4310","456","3298","379","3155","335","0","29","2622","324","533","158","17541","727","11","9","15587","714","1943","297","22422","670","10","18","21590","633","822","204","(X)","(X)","97.8","0.5","91.5","1.0","1.8","0.4","94.2","0.8","3.4","0.6","71.9","1.6","0.4","0.2","2.2","0.4","0.0","0.1","2.2","0.5","92.4","0.9","0.0","0.1","92.3","0.9","87.7","1.0","7.4","1.0","77.7","1.6","10.0","1.0","7.6","0.9","(X)","(X)","0.0","1.1","83.1","4.8","16.9","4.8","(X)","(X)","0.1","0.1","88.9","1.6","11.1","1.6","(X)","(X)","0.0","0.1","96.3","0.9","3.7","0.9",
"0500000US49007","Carbon County, Utah","8023","206","7454","222","5998","326","307","103","6913","238","869","185","4628","282","79","55","91","46","8","13","569","153","6722","316","49","45","6673","312","6171","310","703","153","5425","333","694","166","1301","253","1332","236","0","23","946","217","386","146","3809","270","49","45","3102","286","658","190","2882","231","0","23","2625","240","257","113","(X)","(X)","92.9","1.9","74.8","3.8","3.8","1.3","86.2","2.5","10.8","2.3","57.7","3.3","1.0","0.7","1.1","0.6","0.1","0.2","7.1","1.9","83.8","3.2","0.6","0.6","83.2","3.1","76.9","3.3","8.8","1.9","67.6","3.9","8.7","2.0","16.2","3.2","(X)","(X)","0.0","2.6","71.0","10.0","29.0","10.0","(X)","(X)","1.3","1.2","81.4","4.9","17.3","4.8","(X)","(X)","0.0","1.2","91.1","3.9","8.9","3.9",
"0500000US49009","Daggett County, Utah","262","57","250","58","222","52","9","6","231","57","23","15","163","41","0","12","3","3","0","12","12","11","232","54","0","12","232","54","219","51","48","21","132","39","51","22","30","20","25","14","0","12","16","11","9","9","130","39","0","12","109","35","21","17","107","33","0","12","107","33","0","12","(X)","(X)","95.4","4.2","84.7","6.6","3.4","2.2","88.2","5.3","8.8","4.8","62.2","9.6","0.0","12.5","1.1","1.2","0.0","12.5","4.6","4.2","88.5","7.1","0.0","12.5","88.5","7.1","83.6","7.6","18.3","6.7","50.4","9.8","19.5","7.1","11.5","7.1","(X)","(X)","0.0","61.6","64.0","28.0","36.0","28.0","(X)","(X)","0.0","23.3","83.8","11.4","16.2","11.4","(X)","(X)","0.0","27.3","100.0","27.3","0.0","27.3",
"0500000US49011","Davis County, Utah","114674","693","112246","837","102831","1249","1636","251","109030","812","6090","753","87415","1130","411","180","4358","453","30","28","2428","345","108038","1138","198","118","107840","1125","103088","1097","7471","661","97171","1221","8333","803","6636","704","6058","622","28","35","4191","498","1839","408","30162","1165","100","103","27379","1160","2683","496","78454","1190","70","51","76270","1341","2114","488","(X)","(X)","97.9","0.3","89.7","0.8","1.4","0.2","95.1","0.4","5.3","0.7","76.2","0.9","0.4","0.2","3.8","0.4","0.0","0.1","2.1","0.3","94.2","0.6","0.2","0.1","94.0","0.6","89.9","0.6","6.5","0.6","84.7","0.8","7.3","0.7","5.8","0.6","(X)","(X)","0.5","0.6","69.2","5.5","30.4","5.5","(X)","(X)","0.3","0.3","90.8","1.7","8.9","1.6","(X)","(X)","0.1","0.1","97.2","0.6","2.7","0.6",
"0500000US49013","Duchesne County, Utah","6714","148","6443","172","5330","190","244","67","6028","186","639","119","4434","194","37","25","75","36","3","6","271","72","6036","181","11","12","6025","181","5506","190","688","106","5019","180","531","94","678","113","718","122","0","19","545","109","173","57","2652","198","7","11","2297","189","348","84","3344","182","4","6","3183","174","157","62","(X)","(X)","96.0","1.1","79.4","2.2","3.6","1.0","89.8","1.6","9.5","1.7","66.0","2.6","0.6","0.4","1.1","0.5","0.0","0.1","4.0","1.1","89.9","1.7","0.2","0.2","89.7","1.7","82.0","2.0","10.2","1.5","74.8","2.1","7.9","1.4","10.1","1.7","(X)","(X)","0.0","4.8","75.9","7.2","24.1","7.2","(X)","(X)","0.3","0.4","86.6","3.0","13.1","3.0","(X)","(X)","0.1","0.2","95.2","1.8","4.7","1.8",
"0500000US49015","Emery County, Utah","3428","117","3275","133","2673","136","86","35","3114","145","459","121","2033","164","21","17","33","25","0","17","153","59","3025","151","0","17","3025","151","2669","158","238","80","2621","152","175","65","403","96","303","81","0","17","166","62","137","60","1519","141","0","17","1268","149","251","72","1606","156","0","17","1591","155","15","15","(X)","(X)","95.5","1.7","78.0","4.0","2.5","1.1","90.8","2.2","13.4","3.3","59.3","4.7","0.6","0.5","1.0","0.7","0.0","1.0","4.5","1.7","88.2","2.8","0.0","1.0","88.2","2.8","77.9","3.5","6.9","2.3","76.5","3.5","5.1","1.9","11.8","2.8","(X)","(X)","0.0","10.9","54.8","14.7","45.2","14.7","(X)","(X)","0.0","2.3","83.5","4.8","16.5","4.8","(X)","(X)","0.0","2.2","99.1","0.9","0.9","0.9",
"0500000US49017","Garfield County, Utah","2027","129","1878","130","1611","116","57","31","1775","130","185","80","1169","114","4","4","42","26","0","17","149","57","1648","120","11","13","1637","119","1203","144","155","70","1422","125","100","61","379","90","266","102","0","17","146","68","120","71","939","137","8","13","778","132","153","59","822","145","3","3","713","124","106","47","(X)","(X)","92.6","2.7","79.5","4.3","2.8","1.5","87.6","3.0","9.1","3.7","57.7","5.9","0.2","0.2","2.1","1.3","0.0","1.7","7.4","2.7","81.3","4.1","0.5","0.7","80.8","4.0","59.3","5.6","7.6","3.4","70.2","5.1","4.9","2.9","18.7","4.1","(X)","(X)","0.0","12.3","54.9","17.6","45.1","17.6","(X)","(X)","0.9","1.4","82.9","5.8","16.3","6.1","(X)","(X)","0.4","0.4","86.7","4.7","12.9","4.8",
"0500000US49019","Grand County, Utah","4466","219","4252","238","3479","248","203","111","3915","273","514","183","2751","276","79","74","52","68","0","17","214","102","4110","271","189","161","3921","276","3425","305","426","165","3259","264","262","122","356","172","743","220","169","158","455","213","119","84","1834","319","20","34","1618","285","196","139","1889","239","0","17","1848","252","41","45","(X)","(X)","95.2","2.3","77.9","4.7","4.5","2.5","87.7","3.6","11.5","3.9","61.6","5.8","1.8","1.7","1.2","1.5","0.0","0.8","4.8","2.3","92.0","3.8","4.2","3.6","87.8","4.6","76.7","5.3","9.5","3.6","73.0","5.0","5.9","2.8","8.0","3.8","(X)","(X)","22.7","20.3","61.2","20.8","16.0","11.7","(X)","(X)","1.1","1.8","88.2","7.0","10.7","6.8","(X)","(X)","0.0","1.8","97.8","2.5","2.2","2.5",
"0500000US49021","Iron County, Utah","19658","337","19288","366","16758","570","361","139","18718","394","1746","317","13472","563","95","70","363","113","0","29","370","133","17737","501","91","115","17646","518","15488","631","2025","390","13816","631","2628","348","1921","352","2174","350","0","29","1605","320","569","192","8756","498","76","116","7827","539","853","252","8728","456","15","28","8214","458","499","177","(X)","(X)","98.1","0.7","85.2","2.3","1.8","0.7","95.2","1.1","8.9","1.6","68.5","2.5","0.5","0.4","1.8","0.6","0.0","0.2","1.9","0.7","90.2","1.8","0.5","0.6","89.8","1.9","78.8","2.8","10.3","2.0","70.3","2.8","13.4","1.8","9.8","1.8","(X)","(X)","0.0","1.6","73.8","8.2","26.2","8.2","(X)","(X)","0.9","1.3","89.4","3.1","9.7","2.8","(X)","(X)","0.2","0.3","94.1","2.0","5.7","2.0",
"0500000US49023","Juab County, Utah","3756","92","3638","104","3079","183","113","77","3484","133","379","141","2564","193","17","18","39","27","0","19","118","66","3273","159","0","19","3273","159","2979","176","216","68","2718","183","361","97","483","145","282","94","0","19","204","83","78","55","1230","162","0","19","1048","173","182","74","2244","190","0","19","2021","192","223","125","(X)","(X)","96.9","1.8","82.0","4.5","3.0","2.1","92.8","2.9","10.1","3.8","68.3","5.0","0.5","0.5","1.0","0.7","0.0","0.9","3.1","1.8","87.1","3.8","0.0","0.9","87.1","3.8","79.3","4.7","5.8","1.8","72.4","4.3","9.6","2.6","12.9","3.8","(X)","(X)","0.0","11.7","72.3","16.8","27.7","16.8","(X)","(X)","0.0","2.8","85.2","6.2","14.8","6.2","(X)","(X)","0.0","1.5","90.1","5.4","9.9","5.4",
"0500000US49025","Kane County, Utah","3192","210","3107","206","2912","238","172","93","2862","235","144","76","2026","258","24","22","126","95","0","17","85","70","2913","222","6","6","2907","223","2629","252","301","108","2411","207","411","124","279","106","365","128","3","4","267","118","95","64","1231","247","3","5","1071","212","157","88","1596","279","0","17","1569","277","27","26","(X)","(X)","97.3","2.2","91.2","3.8","5.4","2.9","89.7","4.0","4.5","2.4","63.5","6.9","0.8","0.7","3.9","2.9","0.0","1.1","2.7","2.2","91.3","3.3","0.2","0.2","91.1","3.3","82.4","5.2","9.4","3.2","75.5","5.1","12.9","3.7","8.7","3.3","(X)","(X)","0.8","1.1","73.2","16.8","26.0","16.7","(X)","(X)","0.2","0.4","87.0","6.2","12.8","6.2","(X)","(X)","0.0","2.2","98.3","1.6","1.7","1.6",
"0500000US49027","Millard County, Utah","4267","162","4135","164","3406","180","111","58","3903","159","324","99","2984","192","97","62","100","41","2","3","132","44","3648","215","2","3","3646","215","3387","209","303","88","2721","234","583","127","619","139","339","112","0","19","229","103","110","55","2009","188","2","3","1575","203","432","113","1919","188","0","19","1842","196","77","43","(X)","(X)","96.9","1.0","79.8","3.3","2.6","1.3","91.5","1.9","7.6","2.3","69.9","3.6","2.3","1.4","2.3","1.0","0.0","0.1","3.1","1.0","85.5","3.3","0.0","0.1","85.4","3.3","79.4","3.6","7.1","2.1","63.8","4.7","13.7","2.9","14.5","3.3","(X)","(X)","0.0","9.8","67.6","15.5","32.4","15.5","(X)","(X)","0.1","0.1","78.4","5.7","21.5","5.7","(X)","(X)","0.0","1.8","96.0","2.3","4.0","2.3",
"0500000US49029","Morgan County, Utah","3605","150","3585","150","3393","164","64","47","3471","153","149","83","2850","171","1","2","147","66","0","19","20","23","3421","166","6","9","3415","166","3324","173","236","118","2531","214","823","157","184","77","79","57","0","19","66","51","13","21","690","159","6","9","646","156","38","26","2836","168","0","19","2703","174","133","74","(X)","(X)","99.4","0.6","94.1","2.4","1.8","1.3","96.3","1.7","4.1","2.3","79.1","4.1","0.0","0.1","4.1","1.8","0.0","1.0","0.6","0.6","94.9","2.1","0.2","0.3","94.7","2.1","92.2","2.5","6.5","3.2","70.2","5.0","22.8","4.3","5.1","2.1","(X)","(X)","0.0","34.0","83.5","24.8","16.5","24.8","(X)","(X)","0.9","1.3","93.6","4.0","5.5","3.7","(X)","(X)","0.0","1.2","95.3","2.6","4.7","2.6",
"0500000US49031","Piute County, Utah","567","81","460","74","398","72","5","7","403","69","24","19","359","70","8","9","0","12","0","12","107","56","414","69","6","6","408","69","327","71","73","47","285","59","49","23","153","60","164","60","1","3","44","23","119","57","251","63","1","2","227","61","23","18","152","33","4","6","137","33","11","10","(X)","(X)","81.1","8.9","70.2","9.1","0.9","1.3","71.1","9.4","4.2","3.4","63.3","9.1","1.4","1.5","0.0","6.0","0.0","6.0","18.9","8.9","73.0","9.2","1.1","1.1","72.0","9.2","57.7","9.8","12.9","8.2","50.3","9.0","8.6","3.8","27.0","9.2","(X)","(X)","0.6","1.6","26.8","14.9","72.6","15.0","(X)","(X)","0.4","0.9","90.4","7.0","9.2","6.9","(X)","(X)","2.6","3.7","90.1","7.4","7.2","6.6",
"0500000US49033","Rich County, Utah","817","81","811","81","727","81","12","11","797","79","36","22","612","65","2","3","18","13","0","12","6","8","771","79","0","12","771","79","729","84","125","49","525","92","166","56","46","25","70","33","0","12","59","34","11","10","322","65","0","12","291","60","31","20","425","72","0","12","421","73","4","5","(X)","(X)","99.3","0.9","89.0","3.9","1.5","1.3","97.6","1.7","4.4","2.6","74.9","6.3","0.2","0.3","2.2","1.6","0.0","4.2","0.7","0.9","94.4","2.9","0.0","4.2","94.4","2.9","89.2","4.8","15.3","5.9","64.3","8.2","20.3","6.8","5.6","2.9","(X)","(X)","0.0","36.7","84.3","15.5","15.7","15.5","(X)","(X)","0.0","10.3","90.4","5.6","9.6","5.6","(X)","(X)","0.0","7.9","99.1","1.2","0.9","1.2",
"0500000US49035","Salt Lake County, Utah","416589","1294","407210","1518","366612","2069","8290","961","392324","1722","24609","1216","288285","2780","2299","416","11062","839","75","81","9379","879","390548","1864","570","166","389978","1890","372501","2051","38444","1873","339915","2455","26203","1383","26041","1457","30807","1565","141","79","24714","1413","5952","596","128827","2468","236","91","116379","2170","12212","1017","256955","2488","193","116","248885","2688","7877","764","(X)","(X)","97.7","0.2","88.0","0.4","2.0","0.2","94.2","0.3","5.9","0.3","69.2","0.6","0.6","0.1","2.7","0.2","0.0","0.1","2.3","0.2","93.7","0.3","0.1","0.1","93.6","0.4","89.4","0.4","9.2","0.4","81.6","0.5","6.3","0.3","6.3","0.3","(X)","(X)","0.5","0.3","80.2","1.8","19.3","1.7","(X)","(X)","0.2","0.1","90.3","0.7","9.5","0.7","(X)","(X)","0.1","0.1","96.9","0.3","3.1","0.3",
"0500000US49037","San Juan County, Utah","4650","116","4002","145","3173","175","144","71","3758","141","620","126","2197","185","29","30","70","45","0","19","648","110","3269","149","0","19","3269","149","2893","164","353","94","2387","181","567","118","1381","141","793","130","0","19","313","87","480","85","2244","213","0","19","1574","191","670","123","1613","185","0","19","1382","169","231","95","(X)","(X)","86.1","2.3","68.2","3.3","3.1","1.5","80.8","2.4","13.3","2.7","47.2","3.8","0.6","0.6","1.5","1.0","0.0","0.7","13.9","2.3","70.3","2.9","0.0","0.7","70.3","2.9","62.2","3.3","7.6","2.0","51.3","3.8","12.2","2.5","29.7","2.9","(X)","(X)","0.0","4.3","39.5","7.4","60.5","7.4","(X)","(X)","0.0","1.5","70.1","4.9","29.9","4.9","(X)","(X)","0.0","2.1","85.7","5.4","14.3","5.4",
"0500000US49039","Sanpete County, Utah","8748","235","8438","240","7434","273","212","74","8108","237","561","140","5950","300","56","33","170","66","0","23","310","77","7588","251","10","12","7578","253","7101","248","606","141","6583","273","505","151","1160","210","700","133","0","23","516","138","184","66","4332","291","4","6","3606","256","722","178","3716","285","6","9","3456","273","254","110","(X)","(X)","96.5","0.9","85.0","2.2","2.4","0.8","92.7","1.2","6.4","1.6","68.0","3.0","0.6","0.4","1.9","0.7","0.0","0.4","3.5","0.9","86.7","2.3","0.1","0.1","86.6","2.3","81.2","2.4","6.9","1.6","75.3","3.1","5.8","1.7","13.3","2.3","(X)","(X)","0.0","4.9","73.7","9.9","26.3","9.9","(X)","(X)","0.1","0.1","83.2","3.7","16.7","3.7","(X)","(X)","0.2","0.3","93.0","2.9","6.8","2.9",
"0500000US49041","Sevier County, Utah","7393","171","7127","190","6207","216","270","83","6680","212","540","149","5126","252","47","26","113","52","0","23","266","86","6654","219","85","72","6569","221","5808","220","455","102","4935","272","1315","191","739","148","794","178","46","65","503","152","245","84","2985","248","23","24","2530","258","432","127","3614","232","16","18","3536","229","62","44","(X)","(X)","96.4","1.2","84.0","2.4","3.7","1.1","90.4","1.7","7.3","2.0","69.3","3.3","0.6","0.4","1.5","0.7","0.0","0.5","3.6","1.2","90.0","2.0","1.1","1.0","88.9","2.2","78.6","2.4","6.2","1.4","66.8","3.3","17.8","2.6","10.0","2.0","(X)","(X)","5.8","7.9","63.4","11.3","30.9","10.7","(X)","(X)","0.8","0.8","84.8","4.1","14.5","4.2","(X)","(X)","0.4","0.5","97.8","1.3","1.7","1.2",
"0500000US49043","Summit County, Utah","14477","413","14214","414","13420","379","195","115","13917","440","406","142","10909","483","16","17","255","88","0","26","263","90","13803","415","22","21","13781","415","13328","422","1030","157","11308","405","2026","251","674","152","680","146","0","26","593","147","87","55","3023","314","8","12","2684","300","331","98","10774","410","14","16","10504","411","256","100","(X)","(X)","98.2","0.6","92.7","1.4","1.3","0.8","96.1","1.1","2.8","1.0","75.4","2.7","0.1","0.1","1.8","0.6","0.0","0.2","1.8","0.6","95.3","1.0","0.2","0.1","95.2","1.1","92.1","1.4","7.1","1.1","78.1","2.0","14.0","1.7","4.7","1.0","(X)","(X)","0.0","5.0","87.2","8.1","12.8","8.1","(X)","(X)","0.3","0.4","88.8","3.2","10.9","3.1","(X)","(X)","0.1","0.1","97.5","1.0","2.4","0.9",
"0500000US49045","Tooele County, Utah","23050","264","22410","329","19932","533","502","202","21504","387","1503","330","17343","498","69","55","376","143","4","5","640","204","21970","362","9","15","21961","364","20291","506","2393","332","17988","550","2327","376","1080","241","1240","237","0","29","937","201","303","125","6581","570","0","29","6060","570","521","192","15229","544","9","15","14964","554","256","133","(X)","(X)","97.2","0.9","86.5","2.0","2.2","0.9","93.3","1.3","6.5","1.4","75.2","2.2","0.3","0.2","1.6","0.6","0.0","0.1","2.8","0.9","95.3","1.0","0.0","0.1","95.3","1.1","88.0","1.9","10.4","1.4","78.0","2.2","10.1","1.6","4.7","1.0","(X)","(X)","0.0","2.8","75.6","8.5","24.4","8.5","(X)","(X)","0.0","0.5","92.1","2.9","7.9","2.9","(X)","(X)","0.1","0.1","98.3","0.9","1.7","0.9",
"0500000US49047","Uintah County, Utah","11940","304","11207","360","8911","452","241","104","10735","369","1348","265","7595","407","66","72","162","100","0","26","733","222","10753","370","71","69","10682","359","10134","391","1732","353","8403","471","814","181","1187","267","1257","231","6","8","906","205","345","122","5225","405","25","37","4495","358","705","219","5458","391","40","57","5281","400","137","70","(X)","(X)","93.9","1.8","74.6","3.2","2.0","0.9","89.9","2.2","11.3","2.2","63.6","3.1","0.6","0.6","1.4","0.8","0.0","0.3","6.1","1.8","90.1","2.2","0.6","0.6","89.5","2.1","84.9","2.4","14.5","3.0","70.4","3.6","6.8","1.5","9.9","2.2","(X)","(X)","0.5","0.7","72.1","8.8","27.4","8.8","(X)","(X)","0.5","0.7","86.0","3.8","13.5","3.8","(X)","(X)","0.7","1.0","96.8","1.5","2.5","1.3",
"0500000US49049","Utah County, Utah","195602","794","193052","911","182403","1204","2691","371","188228","923","6286","673","151666","1598","615","153","5746","529","26","29","2550","432","180291","1190","308","127","179983","1203","172644","1323","11450","808","160928","1355","14540","861","15311","943","12268","806","82","58","9028","687","3158","499","59433","1550","125","87","51693","1577","7615","593","123901","1429","101","70","119262","1387","4538","460","(X)","(X)","98.7","0.2","93.3","0.4","1.4","0.2","96.2","0.3","3.2","0.3","77.5","0.7","0.3","0.1","2.9","0.3","0.0","0.1","1.3","0.2","92.2","0.5","0.2","0.1","92.0","0.5","88.3","0.6","5.9","0.4","82.3","0.6","7.4","0.4","7.8","0.5","(X)","(X)","0.7","0.5","73.6","3.5","25.7","3.5","(X)","(X)","0.2","0.1","87.0","1.0","12.8","1.0","(X)","(X)","0.1","0.1","96.3","0.4","3.7","0.4",
"0500000US49051","Wasatch County, Utah","11985","314","11837","330","10693","374","121","64","11610","336","693","209","9063","385","13","20","296","111","0","26","148","81","11386","332","100","123","11286","352","10623","426","969","221","9251","421","1354","246","599","186","560","177","0","26","493","169","67","52","3317","406","100","123","3004","399","213","87","8108","442","0","26","7789","422","319","187","(X)","(X)","98.8","0.7","89.2","2.4","1.0","0.5","96.9","1.0","5.8","1.7","75.6","2.7","0.1","0.2","2.5","0.9","0.0","0.3","1.2","0.7","95.0","1.5","0.8","1.0","94.2","1.8","88.6","2.7","8.1","1.8","77.2","2.7","11.3","2.1","5.0","1.5","(X)","(X)","0.0","6.1","88.0","8.9","12.0","8.9","(X)","(X)","3.0","3.6","90.6","4.4","6.4","2.8","(X)","(X)","0.0","0.4","96.1","2.2","3.9","2.2",
"0500000US49053","Washington County, Utah","66914","947","64746","1172","58710","1264","1936","339","61750","1141","3700","588","47074","1339","262","118","1455","290","2","3","2168","528","61801","1246","120","62","61681","1250","54839","1158","5682","547","51243","1225","7992","740","5113","691","5260","629","31","35","4091","533","1138","329","27793","1012","73","48","24723","1037","2997","523","33861","997","16","18","32867","993","978","236","(X)","(X)","96.8","0.8","87.7","1.3","2.9","0.5","92.3","0.8","5.5","0.9","70.4","1.6","0.4","0.2","2.2","0.4","0.0","0.1","3.2","0.8","92.4","1.1","0.2","0.1","92.2","1.1","82.0","1.2","8.5","0.8","76.6","1.3","11.9","1.0","7.6","1.1","(X)","(X)","0.6","0.7","77.8","5.4","21.6","5.3","(X)","(X)","0.3","0.2","89.0","1.8","10.8","1.8","(X)","(X)","0.0","0.1","97.1","0.7","2.9","0.7",
"0500000US49055","Wayne County, Utah","1085","96","1074","98","885","91","97","44","926","105","155","72","738","98","22","19","28","25","0","12","11","10","981","103","0","12","981","103","711","121","98","55","772","106","171","66","104","62","89","42","0","12","63","33","26","24","529","103","0","12","451","98","78","56","467","107","0","12","467","107","0","12","(X)","(X)","99.0","0.9","81.6","6.1","8.9","4.0","85.3","5.4","14.3","6.0","68.0","7.4","2.0","1.8","2.6","2.3","0.0","3.2","1.0","0.9","90.4","5.6","0.0","3.2","90.4","5.6","65.5","8.9","9.0","4.8","71.2","7.6","15.8","6.3","9.6","5.6","(X)","(X)","0.0","31.4","70.8","21.1","29.2","21.1","(X)","(X)","0.0","6.4","85.3","10.0","14.7","10.0","(X)","(X)","0.0","7.2","100.0","7.2","0.0","7.2",
"0500000US49057","Weber County, Utah","92353","593","89568","721","79311","973","1718","306","86111","771","7138","645","63310","1218","499","149","1866","314","7","11","2785","379","86950","805","59","51","86891","795","83642","874","9536","788","72367","1025","8358","731","5403","548","6629","621","1","2","5342","599","1286","257","32100","1179","43","42","29463","1160","2594","397","53624","1118","15","26","52086","1129","1523","329","(X)","(X)","97.0","0.4","85.9","0.9","1.9","0.3","93.2","0.6","7.7","0.7","68.6","1.2","0.5","0.2","2.0","0.3","0.0","0.1","3.0","0.4","94.1","0.6","0.1","0.1","94.1","0.6","90.6","0.7","10.3","0.9","78.4","0.9","9.1","0.8","5.9","0.6","(X)","(X)","0.0","0.1","80.6","3.8","19.4","3.8","(X)","(X)","0.1","0.1","91.8","1.2","8.1","1.2","(X)","(X)","0.0","0.1","97.1","0.6","2.8","0.6",
"0500000US50001","Addison County, Vermont","14638","241","13920","275","12240","310","903","154","12337","350","1020","182","8836","353","181","69","282","81","5","6","718","136","13304","321","97","26","13207","324","10757","358","903","145","11503","373","950","131","1334","219","1190","191","7","7","906","172","277","96","5290","324","61","21","4524","341","705","155","8158","336","29","16","7777","344","352","105","(X)","(X)","95.1","0.9","83.6","1.6","6.2","1.1","84.3","1.6","7.0","1.2","60.4","2.1","1.2","0.5","1.9","0.6","0.0","0.1","4.9","0.9","90.9","1.5","0.7","0.2","90.2","1.5","73.5","2.0","6.2","1.0","78.6","2.1","6.5","0.9","9.1","1.5","(X)","(X)","0.6","0.6","76.1","7.5","23.3","7.3","(X)","(X)","1.2","0.4","85.5","3.0","13.3","3.0","(X)","(X)","0.4","0.2","95.3","1.3","4.3","1.3",
"0500000US50003","Bennington County, Vermont","14636","360","13425","379","11905","412","1286","235","11573","393","669","193","8825","407","195","73","251","98","8","8","1211","220","12058","446","116","53","11942","439","10098","404","1135","265","10195","463","778","187","2578","370","2169","344","10","13","1257","268","902","239","5411","475","57","31","4523","454","831","224","7056","411","49","38","6162","393","845","198","(X)","(X)","91.7","1.5","81.3","2.2","8.8","1.6","79.1","2.0","4.6","1.3","60.3","2.7","1.3","0.5","1.7","0.7","0.1","0.1","8.3","1.5","82.4","2.5","0.8","0.4","81.6","2.4","69.0","2.5","7.8","1.8","69.7","2.8","5.3","1.3","17.6","2.5","(X)","(X)","0.5","0.6","58.0","8.6","41.6","8.5","(X)","(X)","1.1","0.6","83.6","3.9","15.4","3.9","(X)","(X)","0.7","0.5","87.3","2.7","12.0","2.7",
